entity1_canonical_text,entity1_type,pred_label,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
"3-(3,4-dichlorophenyl)-1,1-dimethylurea",ChemicalEntity,Positive_Correlation,monooxygenase,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,20027135,1,1,False,False,A review: oxidative stress in fish induced by pesticides.
"5-[2-(2-butoxyethoxy)ethoxymethyl]-6-propyl-1,3-benzodioxole",ChemicalEntity,Positive_Correlation,oxidase,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,19950404,1,1,False,False,Metabolic enzyme(s) confer imidacloprid resistance in a clone of Myzus persicae (Sulzer) (Hemiptera: Aphididae) from Greece.
DA,ChemicalEntity,Positive_Correlation,hemiparkinsonian,DiseaseOrPhenotypicFeature,Positive effect,1,6.582872,6.583,20021062,1,0,False,True,Effects of cypermethrin on the dopaminergic neurons in the progressive hemiparkinsonian rats.
DA,DiseaseOrPhenotypicFeature,Positive_Correlation,chrysanthemum plant,OrganismTaxon,Positive effect,1,6.582872,6.583,20021062,1,1,False,False,Effects of cypermethrin on the dopaminergic neurons in the progressive hemiparkinsonian rats.
DA,DiseaseOrPhenotypicFeature,Positive_Correlation,tyrosine hydroxylase,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,20021062,1,1,False,False,Effects of cypermethrin on the dopaminergic neurons in the progressive hemiparkinsonian rats.
EPSPS,GeneOrGeneProduct,Positive_Correlation,EPSPS,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,20018685,1,1,False,False,Gene amplification confers glyphosate resistance in Amaranthus palmeri.
ROS,ChemicalEntity,Positive_Correlation,Bipyridyl herbicides,ChemicalEntity,Positive effect,1,6.582872,6.583,20027135,1,1,False,True,A review: oxidative stress in fish induced by pesticides.
carbaril,ChemicalEntity,Positive_Correlation,monooxygenase,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,20027135,1,1,True,False,A review: oxidative stress in fish induced by pesticides.
cypermethrin,ChemicalEntity,Positive_Correlation,FAS,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,20021062,1,0,True,False,Effects of cypermethrin on the dopaminergic neurons in the progressive hemiparkinsonian rats.
glyphosate,ChemicalEntity,Positive_Correlation,EPSPS,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,20018685,1,1,True,False,Gene amplification confers glyphosate resistance in Amaranthus palmeri.
glyphosate,ChemicalEntity,Positive_Correlation,superoxide dismutase,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,20027135,1,1,True,False,A review: oxidative stress in fish induced by pesticides.
hemiparkinsonian,DiseaseOrPhenotypicFeature,Positive_Correlation,rats,OrganismTaxon,Positive effect,1,6.582872,6.583,20021062,1,0,False,False,Effects of cypermethrin on the dopaminergic neurons in the progressive hemiparkinsonian rats.
lipid,ChemicalEntity,Positive_Correlation,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",ChemicalEntity,Positive effect,1,6.582872,6.583,20027135,1,1,False,True,A review: oxidative stress in fish induced by pesticides.
lipid,ChemicalEntity,Positive_Correlation,CAT,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,20027135,1,1,False,True,A review: oxidative stress in fish induced by pesticides.
organophosphate,ChemicalEntity,Positive_Correlation,CAT,GeneOrGeneProduct,Positive effect,1,6.582872,6.583,20027135,1,1,True,False,A review: oxidative stress in fish induced by pesticides.
reactive oxygen species,ChemicalEntity,Positive_Correlation,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",ChemicalEntity,Positive effect,1,6.582872,6.583,20027135,1,1,False,True,A review: oxidative stress in fish induced by pesticides.
reactive oxygen species,ChemicalEntity,Positive_Correlation,cypermethrin,ChemicalEntity,Positive effect,1,6.582872,6.583,20021062,1,1,True,True,Effects of cypermethrin on the dopaminergic neurons in the progressive hemiparkinsonian rats.
CLD,ChemicalEntity,Positive_Correlation,endocrine disruption,DiseaseOrPhenotypicFeature,Positive effect,1,6.5819445,6.582,27108204,1,1,False,True,"Effects of chlordecone on 20-hydroxyecdysone concentration and chitobiase activity in a decapod crustacean, Macrobrachium rosenbergii."
(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,ChemicalEntity,Association,deiquat,ChemicalEntity,General association,1,6.5819125,6.582,31121956,1,1,True,False,L-tryptophan Enhances Intestinal Integrity in Diquat-Challenged Piglets Associated with Improvement of Redox Status and Mitochondrial Function.
acaricide,ChemicalEntity,Association,Tetranychus urticae,OrganismTaxon,General association,1,6.581173,6.581,16555233,1,1,True,False,Effect of imidacloprid on the reproduction of acaricide-resistant and susceptible strains of Tetranychus urticae Koch (Acari: Tetranychidae).
Notch1,GeneOrGeneProduct,Positive_Correlation,mice,OrganismTaxon,Positive effect,1,6.57929,6.579,32715474,1,1,False,False,ADAM10 mediates ectopic proximal tubule development and renal fibrosis through Notch signalling.
(2R)-2-amino-3-sulfopropanoic acid,ChemicalEntity,Positive_Correlation,ASD,DiseaseOrPhenotypicFeature,Positive effect,1,6.5789332,6.579,32460093,1,1,False,False,"Pesticides used in Europe and autism spectrum disorder risk: can novel exposure hypotheses be formulated beyond organophosphates, organochlorines, pyrethroids and carbamates? - A systematic review."
"trans-[cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",ChemicalEntity,Negative_Correlation,Aedes aegypti,OrganismTaxon,Negative effect,1,6.5786724,6.579,7616191,1,0,False,False,Field evaluation of alphacypermethrin and lambda-cyhalothrin against Aedes aegypti and Aedes albopictus in Malaysia.
γ,ChemicalEntity,Negative_Correlation,soybeans,OrganismTaxon,Negative effect,1,6.5785327,6.579,24401412,1,1,False,True,Development of soybean certified reference material for pesticide residue analysis.
toxicosis,DiseaseOrPhenotypicFeature,Association,cats,OrganismTaxon,General association,3,6.5783043,5.957,26088727,1,3,False,False,"A randomized, controlled clinical trial of intravenous lipid emulsion as an adjunctive treatment for permethrin toxicosis in cats."
acetamiprid,ChemicalEntity,Negative_Correlation,acetamiprid,ChemicalEntity,Negative effect,3,6.5780625,6.089,19133470 | 22928322 | 24668906,3,1,True,False,Relative repellency and lethality of the neonicotinoids thiamethoxam and acetamiprid and an acetamiprid/bifenthrin combination to Reticulitermes flavipes termites.
carbamate,ChemicalEntity,Negative_Correlation,carbamate,ChemicalEntity,Negative effect,3,6.5780625,6.059,20545921 | 24711991 | 406567,3,2,True,False,[Radiometric determination of 11 carbamate pesticides in the nanogram and subnanongram ranges by means of cholinesterase inhibition].
"5-[2-(2-butoxyethoxy)ethoxymethyl]-6-propyl-1,3-benzodioxole",ChemicalEntity,Negative_Correlation,DEM,ChemicalEntity,Negative effect,2,6.5780625,6.348,24759049 | 36976980,2,2,False,True,Enzymes mediating resistance to lambda-cyhalothrin in Eriopis connexa (Coleoptera: Coccinellidae).
TPP,ChemicalEntity,Negative_Correlation,type B carboxylesterase,GeneOrGeneProduct,Negative effect,2,6.5780625,6.578,24759049,1,2,False,True,Enzymes mediating resistance to lambda-cyhalothrin in Eriopis connexa (Coleoptera: Coccinellidae).
organophosphate,ChemicalEntity,Negative_Correlation,chlorpyrifos,ChemicalEntity,Negative effect,2,6.5780625,6.098,23790458 | 24704807,2,2,True,False,Environmental fate of fungicides and other current-use pesticides in a central California estuary.
"(1S,2R,3S,5R,6S,7R)-1,3,4,5,7,8,9,10,10-nonachlorotricyclo[5.2.1.02,6]dec-8-ene",ChemicalEntity,Negative_Correlation,salmon,OrganismTaxon,Negative effect,1,6.5780625,6.578,24754396,1,1,False,False,Enantiomer-selective and quantitative trace analysis of selected persistent organic pollutants (POP) in traditional food from western Greenland.
(2R)-2-(diethylamino)-2-(2-ethyl-3-methyl-1-benzofuran-7-yl)ethanol,ChemicalEntity,Negative_Correlation,(2R)-2-(diethylamino)-2-(2-ethyl-3-methyl-1-benzofuran-7-yl)ethanol,ChemicalEntity,Negative effect,1,6.5780625,6.578,24723134,1,1,False,False,"Exposures of aquatic organisms to the organophosphorus insecticide, chlorpyrifos resulting from use in the United States."
(2R)-2-(diethylamino)-2-(2-ethyl-3-methyl-1-benzofuran-7-yl)ethanol,ChemicalEntity,Negative_Correlation,toxicity,DiseaseOrPhenotypicFeature,Negative effect,1,6.5780625,6.578,24723134,1,1,False,False,"Exposures of aquatic organisms to the organophosphorus insecticide, chlorpyrifos resulting from use in the United States."
1-bis(butylsulfanyl)phosphorylsulfanylbutane,ChemicalEntity,Negative_Correlation,Pediculus humanus humanus L.,OrganismTaxon,Negative effect,1,6.5780625,6.578,24738222,1,0,False,False,[Pyrethroid resistance mechanisms in the body lice Pediculus humanus humanus L.: detoxification enzyme systems].
1-bis(butylsulfanyl)phosphorylsulfanylbutane,ChemicalEntity,Negative_Correlation,"[(3aR,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl] N-methylcarbamate",ChemicalEntity,Negative effect,1,6.5780625,6.578,24759049,1,1,False,False,Enzymes mediating resistance to lambda-cyhalothrin in Eriopis connexa (Coleoptera: Coccinellidae).
"3-ethyl-2-[(3-ethyl-6-sulfo-1,3-benzothiazol-2-ylidene)hydrazinylidene]-1,3-benzothiazole-6-sulfonic acid",ChemicalEntity,Negative_Correlation,S. cumini,OrganismTaxon,Negative effect,1,6.5780625,6.578,24659402,1,1,False,False,Protective effect of Syzygium cumini against pesticide-induced cardiotoxicity.
PCL,ChemicalEntity,Negative_Correlation,toxicity,DiseaseOrPhenotypicFeature,Negative effect,1,6.5780625,6.578,24757962,1,1,False,True,Ecotoxicological evaluation of poly(epsilon-caprolactone) nanocapsules containing triazine herbicides.
acetamiprid,ChemicalEntity,Negative_Correlation,P. solenopsis,OrganismTaxon,Negative effect,1,6.5780625,6.578,24668906,1,1,True,False,"Cross-resistance, the stability of acetamiprid resistance and its effect on the biological parameters of cotton mealybug, Phenacoccus solenopsis (Homoptera: Pseudococcidae), in Pakistan."
butifos,ChemicalEntity,Negative_Correlation,naphthalen-1-ol,ChemicalEntity,Negative effect,1,6.5780625,6.578,24759049,1,1,True,False,Enzymes mediating resistance to lambda-cyhalothrin in Eriopis connexa (Coleoptera: Coccinellidae).
carbamate,ChemicalEntity,Negative_Correlation,parathion,ChemicalEntity,Negative effect,1,6.5780625,6.578,24711991,1,1,True,False,Determination of carbamate and organophosphorus pesticides in vegetable samples and the efficiency of gamma-radiation in their removal.
chlordane,ChemicalEntity,Negative_Correlation,"(1S,2R,3S,5R,6S,7R)-1,3,4,5,7,8,9,10,10-nonachlorotricyclo[5.2.1.02,6]dec-8-ene",ChemicalEntity,Negative effect,1,6.5780625,6.578,24754396,1,1,True,False,Enantiomer-selective and quantitative trace analysis of selected persistent organic pollutants (POP) in traditional food from western Greenland.
chlordecone,ChemicalEntity,Negative_Correlation,GDM,DiseaseOrPhenotypicFeature,Negative effect,1,6.5780625,6.578,24727072,1,1,True,False,Hypertensive disorders of pregnancy and gestational diabetes mellitus among French Caribbean women chronically exposed to chlordecone.
diethyl (Z)-but-2-enedioate,ChemicalEntity,Negative_Correlation,triphenyl phosphate,ChemicalEntity,Negative effect,1,6.5780625,6.578,24759049,1,1,False,False,Enzymes mediating resistance to lambda-cyhalothrin in Eriopis connexa (Coleoptera: Coccinellidae).
dimethoate,ChemicalEntity,Negative_Correlation,ethyl 2-dimethoxyphosphinothioylsulfanyl-2-phenylacetate,ChemicalEntity,Negative effect,1,6.5780625,6.578,24711991,1,1,True,False,Determination of carbamate and organophosphorus pesticides in vegetable samples and the efficiency of gamma-radiation in their removal.
essential oil EC,ChemicalEntity,Negative_Correlation,essential oil EC,ChemicalEntity,Negative effect,1,6.5780625,6.578,24665717,1,1,False,True,Field and laboratory efficacy of three insecticides for population management of the Asian cockroach (Dictyoptera: Blattellidae).
herbicides,ChemicalEntity,Negative_Correlation,Pseudokirchneriella subcapitata,OrganismTaxon,Negative effect,1,6.5780625,6.578,24757962,1,1,False,True,Ecotoxicological evaluation of poly(epsilon-caprolactone) nanocapsules containing triazine herbicides.
lambda-cyhalothrin,ChemicalEntity,Negative_Correlation,E. connexa,OrganismTaxon,Negative effect,1,6.5780625,6.578,24759049,1,1,True,False,Enzymes mediating resistance to lambda-cyhalothrin in Eriopis connexa (Coleoptera: Coccinellidae).
organochlorine pesticide,ChemicalEntity,Negative_Correlation,GDM,DiseaseOrPhenotypicFeature,Negative effect,1,6.5780625,6.578,24727072,1,1,False,True,Hypertensive disorders of pregnancy and gestational diabetes mellitus among French Caribbean women chronically exposed to chlordecone.
organochlorine pesticide,ChemicalEntity,Negative_Correlation,GH,GeneOrGeneProduct,Negative effect,1,6.5780625,6.578,24727072,1,1,False,True,Hypertensive disorders of pregnancy and gestational diabetes mellitus among French Caribbean women chronically exposed to chlordecone.
organothiophosphorus (OTP) pesticides,ChemicalEntity,Negative_Correlation,OTP,ChemicalEntity,Negative effect,1,6.5780625,6.578,24685163,1,1,False,True,Determination of organothiophosphorus pesticides in water by liquid chromatography and post-column chemiluminescence with cerium(IV).
permethrin,ChemicalEntity,Negative_Correlation,β-CD,ChemicalEntity,Negative effect,1,6.5780625,6.578,24682062,1,1,True,True,"TDDFT study of UV-vis spectra of permethrin, cypermethrin and their beta-cyclodextrin inclusion complexes: a comparison of dispersion correction DFT (DFT-D3) and DFT."
piperonyl butoxide,ChemicalEntity,Negative_Correlation,"S, S, S, tributyl phosphorotrithioate",ChemicalEntity,Negative effect,1,6.5780625,6.578,24738222,1,1,True,True,[Pyrethroid resistance mechanisms in the body lice Pediculus humanus humanus L.: detoxification enzyme systems].
poisonings,DiseaseOrPhenotypicFeature,Negative_Correlation,bushmeat,OrganismTaxon,Negative effect,1,6.5780625,6.578,24716788,1,1,False,False,The power of poison: pesticide poisoning of Africa's wildlife.
poly(epsilon-caprolactone),ChemicalEntity,Negative_Correlation,PCL,ChemicalEntity,Negative effect,1,6.5780625,6.578,24757962,1,0,False,True,Ecotoxicological evaluation of poly(epsilon-caprolactone) nanocapsules containing triazine herbicides.
pyrethroid pesticides,ChemicalEntity,Negative_Correlation,chlorpyrifos,ChemicalEntity,Negative effect,1,6.5780625,6.578,24704807,1,0,True,True,Inter-compartmental transport of organophosphate and pyrethroid pesticides in South China: implications for a regional risk assessment.
toxicity,DiseaseOrPhenotypicFeature,Negative_Correlation,Pseudokirchneriella subcapitata,OrganismTaxon,Negative effect,1,6.5780625,6.578,24757962,1,1,False,False,Ecotoxicological evaluation of poly(epsilon-caprolactone) nanocapsules containing triazine herbicides.
"trans-, cis-, and oxychlordane",ChemicalEntity,Negative_Correlation,salmon,OrganismTaxon,Negative effect,1,6.5780625,6.578,24754396,1,1,False,True,Enantiomer-selective and quantitative trace analysis of selected persistent organic pollutants (POP) in traditional food from western Greenland.
triazine herbicides,ChemicalEntity,Negative_Correlation,ametryn,ChemicalEntity,Negative effect,1,6.5780625,6.578,24757962,1,0,True,True,Ecotoxicological evaluation of poly(epsilon-caprolactone) nanocapsules containing triazine herbicides.
type B carboxylesterase,GeneOrGeneProduct,Negative_Correlation,Eriopis connexa,OrganismTaxon,Negative effect,1,6.5780625,6.578,24759049,1,0,False,False,Enzymes mediating resistance to lambda-cyhalothrin in Eriopis connexa (Coleoptera: Coccinellidae).
water,ChemicalEntity,Negative_Correlation,OTP,ChemicalEntity,Negative effect,1,6.5780625,6.578,24685163,1,0,False,True,Determination of organothiophosphorus pesticides in water by liquid chromatography and post-column chemiluminescence with cerium(IV).
β-naphthol,ChemicalEntity,Negative_Correlation,cytochrome P450,GeneOrGeneProduct,Negative effect,1,6.5780625,6.578,24759049,1,1,False,True,Enzymes mediating resistance to lambda-cyhalothrin in Eriopis connexa (Coleoptera: Coccinellidae).
atrazine,ChemicalEntity,Positive_Correlation,common carp,OrganismTaxon,Positive effect,1,6.5780582,6.578,30308298,1,1,True,False,Atrazine exposure triggers common carp neutrophil apoptosis via the CYP450s/ROS pathway.
2-anilino-2-oxoacetic acid,ChemicalEntity,Association,acetochlor,ChemicalEntity,General association,1,6.577918,6.578,16512249,1,1,True,False,Development of EPA method 535 for the determination of chloroacetanilide and other acetamide herbicide degradates in drinking water by solid-phase extraction and liquid chromatography/tandem mass spectrometry.
methomyl,ChemicalEntity,Association,grapes,OrganismTaxon,General association,1,6.577871,6.578,16982521,1,1,True,False,Rate of degradation of lambda-cyhalothrin and methomyl in grapes (Vitis vinifera L.).
"(2S)-10-[[5-chloro-2-[(3R,5S)-3-hydroxy-5-methylpiperidin-1-yl]pyrimidin-4-yl]amino]-2-cyclopropyl-3,3-difluoro-7-methyl-4,5a-dihydro-2H-[1,4]oxazepino[2,3-c]quinolin-6-one",ChemicalEntity,Association,toxicity,DiseaseOrPhenotypicFeature,General association,1,6.5778203,6.578,36464116,1,1,False,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
"2-phenyl-2,3-dihydrochromen-4-one",ChemicalEntity,Association,CP,ChemicalEntity,General association,1,6.5778203,6.578,36464116,1,1,False,True,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
CHS,GeneOrGeneProduct,Association,B. juncea,OrganismTaxon,General association,1,6.5778203,6.578,36464116,1,1,False,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
EBIFs,ChemicalEntity,Association,diazinon,ChemicalEntity,General association,1,6.577682,6.578,7871535,1,1,True,True,Toxic interactions between fungicides that inhibit ergosterol biosynthesis and phosphorothioate insecticides in the male rat and bobwhite quail (Colinus virginianus).
"(1S,2R,5S,7R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione",ChemicalEntity,Negative_Correlation,IPM,DiseaseOrPhenotypicFeature,Negative effect,1,6.5764275,6.576,34608487,1,1,False,False,Lethal and Sublethal Toxicity of Pesticides Used in Fruit Growing on the Parasitoid Diachasmimorpha longicaudata (Hymenoptera: Braconidae): Implications for Integrated Fruit Fly Management.
chlorantraniliprole,ChemicalEntity,Negative_Correlation,Amblyseius swirskii,OrganismTaxon,Negative effect,1,6.576265,6.576,21162147,1,1,True,False,Effect of reduced risk pesticides on greenhouse vegetable arthropod biological control agents.
dry bean,DiseaseOrPhenotypicFeature,Association,western bean cutworm,OrganismTaxon,General association,1,6.5761104,6.576,26470169,1,1,False,False,Impact of Western Bean Cutworm (Lepidoptera: Noctuidae) Infestation and Insecticide Treatments on Damage and Marketable Yield of Michigan Dry Beans.
Aqueous,ChemicalEntity,Positive_Correlation,GPx,GeneOrGeneProduct,Positive effect,1,6.5756984,6.576,15991261,1,1,False,True,Protective effect of black tea extract on the levels of lipid peroxidation and antioxidant enzymes in liver of mice with pesticide-induced liver injury.
acaricide,ChemicalEntity,Association,cattle tick,OrganismTaxon,General association,2,6.57512,6.575,28388639,1,0,True,False,"The current status of resistance to alpha-cypermethrin, ivermectin, and amitraz of the cattle tick (Rhipicephalus microplus) in Ecuador."
TPP,ChemicalEntity,Negative_Correlation,pyrethroid,ChemicalEntity,Negative effect,1,6.5745525,6.575,29417094,1,1,True,True,"Fine-scale spatial and temporal heterogeneities in insecticide resistance profiles of the malaria vector, Anopheles arabiensis in rural south-eastern Tanzania."
beta-cypermethrin,ChemicalEntity,Negative_Correlation,German cockroaches,OrganismTaxon,Negative effect,1,6.574112,6.574,30835785,1,1,True,False,Comparative Proteomics Analysis Between the Short-Term Stress and Long-Term Adaptation of the Blattella germanica (Blattodea: Blattellidae) in Response to Beta-Cypermethrin.
lipoid,ChemicalEntity,Association,polyamide,ChemicalEntity,General association,1,6.573053,6.573,22128536,1,1,False,True,Preparation and characterization of a lipoid adsorption material and its atrazine removal performance.
collagen,GeneOrGeneProduct,Association,patients,OrganismTaxon,General association,1,6.5720105,6.572,79156,1,1,False,False,Chlordecone intoxication in man. II. Ultrastructure of peripheral nerves and skeletal muscle.
permethrin,ChemicalEntity,Positive_Correlation,H. azteca,OrganismTaxon,Positive effect,1,6.571984,6.572,20836062,1,1,True,False,"Use of vegetated agricultural drainage ditches to decrease toxicity of irrigation runoff from tomato and alfalfa fields in California, USA."
atrazine,ChemicalEntity,Association,water,ChemicalEntity,General association,3,6.570283,6.221,18980142 | 25197693 | 28252022,3,3,True,True,Determination of pesticides in water samples from the Wieprz-krzna Canal in the Leczyńsko-Włodawskie Lake District of southeastern Poland by thin-layer chromatography with diode array scanning and high-performance column liquid chromatography with diode array detection.
chlorothalonil,ChemicalEntity,Association,genotoxicity,DiseaseOrPhenotypicFeature,General association,1,6.569676,6.57,31732268,1,1,True,False,"Impacts of the biocide chlorothalonil on biomarkers of oxidative stress, genotoxicity, and sperm quality in guppy Poecilia vivipara."
Flumethrin Collar,ChemicalEntity,Negative_Correlation,cats,OrganismTaxon,Negative effect,1,6.56898,6.569,26152412,1,0,False,True,"Comparative Speed of Kill, Repellent (anti-feeding) and Acaricidal Efficacy of an Imidacloprid/Flumethrin Collar (Seresto®) and a Fipronil/(S)-Methoprene/Eprinomectin/Praziquantel Spot-on (Broadline®) against Ixodes ricinus (Linné, 1758) on Cats."
glyphosate,ChemicalEntity,Association,coffee,OrganismTaxon,General association,1,6.5683484,6.568,25307461,1,1,True,False,Glyphosate spray drift in Coffea arabica - sensitivity of coffee plants and possible use of shikimic acid as a biomarker for glyphosate exposure.
chlorfenvinphos,ChemicalEntity,Negative_Correlation,GE,GeneOrGeneProduct,Negative effect,1,6.568043,6.568,33470798,1,1,True,False,Can Organophosphates and Carbamates Cause Synergisms by Inhibiting Esterases Responsible for Biotransformation of Pyrethroids?
thiamethoxam,ChemicalEntity,Negative_Correlation,western cherry fruit fly,OrganismTaxon,Negative effect,3,6.567978,6.292,21404858,1,1,True,False,Mortality and oviposition of western cherry fruit fly (Diptera: Tephritidae) exposed to different insecticide baits for varying periods in the presence and absence of food.
imidacloprid,ChemicalEntity,Negative_Correlation,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ChemicalEntity,Negative effect,1,6.567978,6.568,21404858,1,1,True,False,Mortality and oviposition of western cherry fruit fly (Diptera: Tephritidae) exposed to different insecticide baits for varying periods in the presence and absence of food.
spinosad,ChemicalEntity,Negative_Correlation,Nu-Lure,ChemicalEntity,Negative effect,1,6.567978,6.568,21404858,1,1,True,True,Mortality and oviposition of western cherry fruit fly (Diptera: Tephritidae) exposed to different insecticide baits for varying periods in the presence and absence of food.
carbophos,ChemicalEntity,Positive_Correlation,humans,OrganismTaxon,Positive effect,2,6.5679355,6.154,21783705 | 27214522,2,2,True,False,Effects of subchronic malathion exposure on the pharmacokinetic disposition of pefloxacin.
paraquat,ChemicalEntity,Positive_Correlation,Lemna,OrganismTaxon,Positive effect,1,6.5665646,6.567,9175499,1,1,True,False,Comparative sensitivity of Selenastrum capricornutum and Lemna minor to sixteen herbicides.
PCBs,ChemicalEntity,Positive_Correlation,Lobodon carcinophagus,OrganismTaxon,Positive effect,1,6.56643,6.566,23154138,1,1,False,True,"Persistent organic pollutants and stable isotopes in pinnipeds from King George Island, Antarctica."
herbicide,ChemicalEntity,Association,Prymnesium parvum,OrganismTaxon,General association,1,6.56639,6.566,29778226,1,1,False,True,Imbalanced nutrient regimes increase Prymnesium parvum resilience to herbicide exposure.
2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,ChemicalEntity,Association,Grape Diseases,DiseaseOrPhenotypicFeature,General association,1,6.565759,6.566,30708752,1,1,False,False,First Report of QoI-Resistant Downy Mildew (Plasmopara viticola) of Grape (Vitis vinifera cv. Vidal Blanc) in Kentucky.
chlorpyrifos,ChemicalEntity,Negative_Correlation,cut,OrganismTaxon,Negative effect,1,6.56568,6.566,33714792,1,1,True,False,"Effects of electrolyzed water treatment on pesticide removal and texture quality in fresh-cut cabbage, broccoli, and color pepper."
DKP-6,GeneOrGeneProduct,Association,fungal,OrganismTaxon,General association,1,6.563946,6.564,35142498,1,1,False,False,Cyclo(l-proline-l-serine) Dipeptide Suppresses Seed Borne Fungal Pathogens of Rice: Altered Cellular Membrane Integrity of Fungal Hyphae and Seed Quality Benefits.
"(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",ChemicalEntity,Association,BChE,GeneOrGeneProduct,General association,1,6.563357,6.563,28980111,1,1,False,False,"Neuroprotective effects of curcumin against acetamiprid-induced neurotoxicity and oxidative stress in the developing male rat cerebellum: biochemical, histological, and behavioral changes."
"4-[3-chloro-4-[[(2R)-3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl]amino]phenyl]sulfonyl-N,N-dimethylbenzamide",ChemicalEntity,Negative_Correlation,Penicillium digitatum,OrganismTaxon,Negative effect,1,6.5631714,6.563,20166660,1,1,False,False,"Postinfection activity, residue levels, and persistence of azoxystrobin, fludioxonil, and pyrimethanil applied alone or in combination with heat and imazalil for green mold control on inoculated oranges."
carbamate,ChemicalEntity,Negative_Correlation,acetylcholinesterase,ChemicalEntity,Negative effect,1,6.5629497,6.563,2380482,1,1,True,True,"Effects of in ovo injection of carbamates on chick embryo hatchability, esterase enzyme activity and locomotion of chicks."
ivermectin,ChemicalEntity,Association,R. microplus,OrganismTaxon,General association,2,6.5611687,6.561,28388639,1,2,True,False,"The current status of resistance to alpha-cypermethrin, ivermectin, and amitraz of the cattle tick (Rhipicephalus microplus) in Ecuador."
abamectin,ChemicalEntity,Negative_Correlation,Orius insidiosus,OrganismTaxon,Negative effect,1,6.560157,6.56,21162147,1,1,True,False,Effect of reduced risk pesticides on greenhouse vegetable arthropod biological control agents.
fungicides,ChemicalEntity,Negative_Correlation,insect pest,DiseaseOrPhenotypicFeature,Negative effect,1,6.560157,6.56,21162147,1,1,False,True,Effect of reduced risk pesticides on greenhouse vegetable arthropod biological control agents.
neurotoxic,DiseaseOrPhenotypicFeature,Positive_Correlation,mice,OrganismTaxon,Positive effect,1,6.559979,6.56,22947518,1,1,False,False,Sex dimorphic behaviors as markers of neuroendocrine disruption by environmental chemicals: the case of chlorpyrifos.
organophosphate,ChemicalEntity,Negative_Correlation,bedbugs,OrganismTaxon,Negative effect,1,6.558948,6.559,21936321,1,1,True,False,Insecticide resistance in bedbugs in Thailand and laboratory evaluation of insecticides for the control of Cimex hemipterus and Cimex lectularius (Hemiptera: Cimicidae).
propamocarb,ChemicalEntity,Negative_Correlation,Frankliniella occidentalis,OrganismTaxon,Negative effect,1,6.5583243,6.558,19253660,1,1,True,False,Carbamates synergize the toxicity of acrinathrin in resistant western flower thrips (Thysanoptera: Thripidae).
β-CYP,ChemicalEntity,Negative_Correlation,Akt,GeneOrGeneProduct,Negative effect,1,6.5573,6.557,33250241,1,1,False,True,PKCα mediated by the PI3K/Akt-FOXA1 cascade facilitates cypermethrin-induced hyperthyroidism.
acephate,ChemicalEntity,Negative_Correlation,Lygus,OrganismTaxon,Negative effect,2,6.5572543,6.315,24398080,1,2,True,False,Effect of selected insecticides on Lygus hesperus (Heteroptera: Miridae) oviposition behavior in cotton.
